Fecha,Id,Jugador,Pareja,Equipo,Jugados,Ganados ,Puntos,Partida,Doble
11/21/2025,4,Kilo,Jerry,Jerry / Kilo,1,0,-2,55,2
11/21/2025,5,Piztache,Kilo,Kilo / Piztache,1,1,1,56,2
11/21/2025,5,Jorge,Rober,Rober / Jorge,1,0,-1,56,2
11/21/2025,6,Kilo,Jorge,Jorge / Kilo,1,1,1,57,2
11/21/2025,6,Piztache,Jerry,Jerry / Piztache,1,0,-1,57,2
11/21/2025,7,Piztache,Kilo,Kilo / Piztache,1,1,4,58,2
11/21/2025,7,Jorge,Jerry,Jerry / Jorge,1,0,-4,58,2
12/5/2025,1,Jorge,Jerry,Jerry / Jorge,1,1,4,61,2
12/5/2025,1,Kilo,Rober,Rober / Kilo,1,0,-4,61,2
12/5/2025,2,Jorge,Jerry,Jerry / Jorge,1,1,2,62,2
12/5/2025,2,Kilo,Rober,Rober / Kilo,1,0,-2,62,2
12/5/2025,3,Jorge,Rober,Rober / Jorge,1,1,1,63,2
12/5/2025,3,Kilo,Jerry,Jerry / Kilo,1,0,-1,63,2
12/5/2025,4,Kilo,Jerry,Jerry / Kilo,1,1,2,64,2
12/5/2025,4,Jorge,Rober,Rober / Jorge,1,0,-2,64,2
12/5/2025,5,Jerry,Rober,Rober / Jerry,1,1,2,65,2
12/5/2025,5,Kilo,Jorge,Jorge / Kilo,1,0,-2,65,2
12/5/2025,6,Piztache,Jerry,Jerry / Piztache,1,1,3,66,2
12/5/2025,6,Kilo,Rober,Rober / Kilo,1,0,-3,66,2
12/5/2025,7,Piztache,Rober,Rober / Piztache,1,1,1,67,2
12/5/2025,7,Kilo,Jerry,Jerry / Kilo,1,0,-1,67,2
12/5/2025,8,Kilo,Jorge,Jorge / Kilo,1,1,1,68,2
12/5/2025,8,Piztache,Rober,Rober / Piztache,1,0,-1,68,2
12/5/2025,9,Piztache,Kilo,Kilo / Piztache,1,1,2,69,2
12/5/2025,9,Jorge,Jerry,Jerry / Jorge,1,0,-2,69,2
12/12/2026,1,Kilo,Jerry,Jerry / Kilo,1,1,2,72,2
12/12/2026,1,Piztache,Jorge,Jorge / Piztache,1,0,-2,72,2
12/12/2026,2,Piztache,Jerry,Jerry / Piztache,1,1,9,73,2
12/12/2026,2,Kilo,Jorge,Jorge / Kilo,1,0,-9,73,2
12/12/2026,3,Piztache,Jerry,Jerry / Piztache,1,1,6,74,2
12/12/2026,3,Kilo,Jorge,Jorge / Kilo,1,0,-6,74,2
12/12/2026,4,Kilo,Jorge,Jorge / Kilo,1,1,2,75,2
12/12/2026,4,Piztache,Jerry,Jerry / Piztache,1,0,-2,75,2
12/12/2026,5,Piztache,Kilo,Kilo / Piztache,1,1,1,76,2
12/12/2026,5,Jorge,Jerry,Jerry / Jorge,1,0,-1,76,2
12/12/2026,6,Piztache,Kilo,Kilo / Piztache,1,1,1,77,2
12/12/2026,6,Jerry,Rober,Rober / Jerry,1,0,-1,77,2
